doc_id,actor,actor_type,positioning,context,platform,date,post_chatgpt,word_count,n_sentences,innovation_score,economic_score,risk_score,regulation_score,existential_score,none_pct,innovation_subcategory_dominant
257ba695-4cac-440f-a7e3-ee3548409cfa,Demis Hassabis,individual,safety,commercial,blog,2019-02-26,0,485,13,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.5384615384615384,climate_energy
c737fc2f-ba13-4d88-af72-3b66fe9a2efe,Demis Hassabis,individual,safety,commercial,blog,2021-12-08,0,1135,16,0.125,0.0,0.1875,0.0,0.0,0.6875,productivity
56cdbd80-a03b-4aaf-8244-8d2ab3adc6a4,Demis Hassabis,individual,safety,commercial,blog,2018-03-27,0,757,4,0.25,0.0,0.0,0.0,0.0,0.75,productivity
6453eb91-bb7f-4305-8aeb-2fb16a841eb4,Demis Hassabis,individual,safety,commercial,blog,2022-02-16,0,1334,11,0.45454545454545453,0.0,0.0,0.0,0.0,0.5454545454545454,scientific
dce46322-3ae5-4bc3-ab35-9b6ec10d58b6,Demis Hassabis,individual,safety,commercial,blog,2017-11-05,0,957,6,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,health_biotech
a6319347-21f9-426f-8c4c-2a1ce6c877ef,Demis Hassabis,individual,safety,commercial,blog,2017-06-06,0,1309,12,0.25,0.0,0.0,0.0,0.0,0.75,scientific
3363aa87-2c10-4be1-a9a0-ba5b78a530c6,Demis Hassabis,individual,safety,commercial,blog,2018-01-26,0,798,4,0.0,0.0,0.0,0.0,0.0,1.0,
4c755897-3e68-4ddb-924c-b666c3298ac5,Demis Hassabis,individual,safety,commercial,blog,2017-07-05,0,450,3,0.0,0.0,0.0,1.0,0.0,0.0,
fd447872-187c-45bb-a91b-5c9157955b1f,Demis Hassabis,individual,safety,commercial,blog,2017-07-10,0,686,4,0.0,0.0,0.0,0.0,0.0,1.0,
2758ac8a-1fd7-41ee-95b7-8f335c5a7201,Demis Hassabis,individual,safety,commercial,blog,2018-02-28,0,846,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,productivity
ab848224-dde7-4cf5-b9f9-c6fca5bf9954,Demis Hassabis,individual,safety,public,speech,2024-12-08,1,1148,6,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,scientific
31741bc8-f19d-4e95-982c-2ace7918ce06,Demis Hassabis,individual,safety,commercial,blog,2020-08-04,0,1022,5,0.0,0.0,0.0,0.0,0.0,1.0,
1fdf21d7-a1e3-43f1-a7bd-afe46fb03257,Demis Hassabis,individual,safety,commercial,blog,2020-01-15,0,2468,24,0.08333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,scientific
607557b7-ec81-45c9-b077-629f062a8148,Demis Hassabis,individual,safety,commercial,blog,2020-02-10,0,3043,39,0.15384615384615385,0.0,0.0,0.0,0.05128205128205128,0.8205128205128205,scientific
7c1fb048-534b-4b77-b44a-6b1c3ffece81,Demis Hassabis,individual,safety,public,research_paper,unknown,0,120,1,0.0,0.0,0.0,0.0,0.0,1.0,
d1aedf61-eeb7-468e-b0b3-c5336b96352f,Demis Hassabis,individual,safety,commercial,blog,2025-06-12,1,1245,22,0.36363636363636365,0.0,0.0,0.0,0.0,0.6363636363636364,climate_energy
bd00ab1c-de46-493b-801b-490ab8f2ac69,Demis Hassabis,individual,safety,commercial,blog,2018-05-08,0,524,7,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,productivity
aa53869b-92cf-45e1-b94f-be95fae0b8da,Demis Hassabis,individual,safety,policy,regulatory_doc,unknown,0,830,18,0.0,0.0,0.3888888888888889,0.16666666666666666,0.0,0.5555555555555556,
551ecca0-ae60-49ed-92a3-89936a86f512,Demis Hassabis,individual,safety,commercial,blog,2023-04-20,1,562,12,0.5,0.0,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,other_progress
77139a42-7a35-4894-b797-e835946930df,Demis Hassabis,individual,safety,commercial,blog,2023-09-19,1,1426,8,0.375,0.0,0.0,0.0,0.0,0.625,health_biotech
1d884d56-94d5-4794-bd40-ad4294291707,Demis Hassabis,individual,safety,commercial,blog,2018-10-04,0,829,10,0.2,0.0,0.2,0.0,0.0,0.6,health_biotech
268c2281-7b86-4bb4-a1e8-5249164a7cf0,Demis Hassabis,individual,safety,commercial,blog,2018-03-06,0,841,9,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,health_biotech
7b0ab456-c9da-4a3c-b99a-643dfc3e4836,Demis Hassabis,individual,safety,commercial,blog,2018-06-15,0,535,3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,health_biotech
503bbf24-a0d4-45cc-9efa-47a3f716fd6f,Demis Hassabis,individual,safety,commercial,blog,unknown,0,37,1,0.0,0.0,0.0,0.0,0.0,1.0,
2f33e4aa-7e6b-4913-a342-b57bf259f10e,Demis Hassabis,individual,safety,commercial,blog,2021-09-29,0,924,13,0.38461538461538464,0.0,0.0,0.0,0.0,0.6153846153846154,scientific
eb3d31ed-18e0-41b9-b778-dc5dd34b9805,Demis Hassabis,individual,safety,commercial,blog,2018-05-09,0,1031,6,0.5,0.0,0.0,0.0,0.0,0.5,scientific
2dcc0fb0-49e3-475c-8c4e-8a0e112d7c1b,Demis Hassabis,individual,safety,commercial,blog,2024-07-19,1,621,18,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,scientific
c7d789ba-882a-4293-8c17-49bca994e1bc,Demis Hassabis,individual,safety,commercial,blog,December 2,1,29,1,1.0,0.0,0.0,0.0,0.0,0.0,other_progress
c02d8bd7-58f3-40ad-b7a2-0c329c096235,Demis Hassabis,individual,safety,commercial,blog,2018-03-29,0,934,10,0.1,0.0,0.0,0.0,0.0,0.9,scientific
27bda108-4e5d-4e4c-a9e6-a8dd0314321d,Demis Hassabis,individual,safety,public,interview,2026-04-29,1,11085,110,0.08181818181818182,0.00909090909090909,0.01818181818181818,0.03636363636363636,0.10909090909090909,0.7454545454545455,other_progress
a9a671a3-96c4-4ab4-8e7a-e663a69ffd52,Demis Hassabis,individual,safety,public,research_paper,unknown,0,41,0,,,,,,,
328c23cc-c185-4d52-9748-d457a120c7ec,Demis Hassabis,individual,safety,commercial,blog,2024-12-05,1,1102,26,0.34615384615384615,0.038461538461538464,0.15384615384615385,0.0,0.0,0.5769230769230769,scientific
a81b9e43-b540-4d2a-8e7d-03e100da9f26,Demis Hassabis,individual,safety,commercial,blog,2018-03-29,0,1728,17,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.6470588235294118,scientific
325054e2-7172-4101-9cc9-709884a896f0,Demis Hassabis,individual,safety,public,research_paper,May 2025,1,83,2,1.0,0.0,0.0,0.0,0.0,0.0,health_biotech
51e62cc8-1dfc-486f-8629-4c7e3de1f6cc,Demis Hassabis,individual,safety,commercial,blog,2025-05-14,1,1490,22,0.36363636363636365,0.22727272727272727,0.0,0.0,0.0,0.45454545454545453,productivity
0c5c45bc-dcb0-4c0e-969d-33544f9f2aba,Demis Hassabis,individual,safety,public,research_paper,unknown,0,188,2,0.0,0.0,0.0,0.0,0.0,1.0,
8f347d95-7974-4199-a80f-230a699ea70a,Demis Hassabis,individual,safety,commercial,blog,2017-07-05,0,945,23,0.34782608695652173,0.08695652173913043,0.0,0.0,0.0,0.6086956521739131,scientific
fc87479a-f1d6-4d92-82a3-aff387d37236,Demis Hassabis,individual,safety,commercial,blog,2017-10-04,0,942,16,0.3125,0.0,0.0,0.0,0.0,0.6875,productivity
99413ff1-c4e1-445d-81d1-52ca019ed038,Demis Hassabis,individual,safety,commercial,blog,2018-02-05,0,859,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,scientific
a0cb1107-b319-4d12-84c5-aacc7e87bfa5,Demis Hassabis,individual,safety,commercial,blog,2024-05-20,1,1042,27,0.18518518518518517,0.0,0.14814814814814814,0.48148148148148145,0.0,0.25925925925925924,other_progress
78901f0c-84c6-42b9-bbb8-a349610a2983,Demis Hassabis,individual,safety,commercial,blog,2017-08-04,0,1166,8,0.0,0.0,0.0,0.0,0.0,1.0,
a8197fdc-93eb-4592-8737-4fd2fd5f8332,Demis Hassabis,individual,safety,commercial,blog,2026-04-23,1,910,16,0.5625,0.125,0.0,0.0,0.0,0.3125,scientific
3e33d565-8284-4068-929c-b5b6e042de0f,Demis Hassabis,individual,safety,public,research_paper,unknown,0,1584,37,0.16216216216216217,0.0,0.0,0.0,0.0,0.8378378378378378,other_progress
3cd9b425-5c29-4cb6-82c8-b7fe7c5f62bf,Demis Hassabis,individual,safety,commercial,blog,2024-05-03,1,910,22,0.45454545454545453,0.0,0.0,0.0,0.0,0.5454545454545454,scientific
8e9fae26-d55c-4ec2-ad4d-304ee13f144d,Demis Hassabis,individual,safety,commercial,blog,2017-11-24,0,657,8,0.5,0.0,0.0,0.0,0.0,0.5,health_biotech
3b5d3891-7eea-4897-a175-218230fe416e,Demis Hassabis,individual,safety,commercial,blog,2019-09-06,0,2090,24,0.2916666666666667,0.0,0.0,0.0,0.0,0.7083333333333334,scientific
6dfb4261-7728-4696-8b27-2f22b19a9255,Demis Hassabis,individual,safety,commercial,blog,2025-11-19,1,642,18,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,other_progress
2062ed82-8ac4-4b00-a525-b1f908673cc9,Demis Hassabis,individual,safety,commercial,blog,2022-12-08,1,943,14,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,scientific
ab849343-ef0b-48bc-88e1-a9c37146ebee,Demis Hassabis,individual,safety,commercial,blog,October 20,1,50,1,0.0,0.0,0.0,0.0,0.0,1.0,
a3539879-5320-4095-bc9a-f570590fcd03,Demis Hassabis,individual,safety,commercial,blog,2022-03-09,0,1381,10,0.6,0.0,0.0,0.0,0.0,0.4,scientific
cd0a4dab-861d-4ee4-86ca-6805084fa2a9,Demis Hassabis,individual,safety,commercial,blog,2019-08-08,0,1246,17,0.47058823529411764,0.0,0.0,0.0,0.0,0.5294117647058824,scientific
145ba9d0-1d4e-4700-829c-49a64a5af655,Demis Hassabis,individual,safety,commercial,blog,2021-12-01,0,1271,14,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,scientific
c48112d6-5801-404b-aa68-12297a3db961,Demis Hassabis,individual,safety,commercial,blog,2018-01-17,0,911,5,0.0,0.0,0.0,0.0,0.0,1.0,
41d9cefa-b020-47f1-8979-8eea9785d808,Demis Hassabis,individual,safety,commercial,blog,2025-07-21,1,605,8,0.25,0.0,0.0,0.0,0.0,0.75,other_progress
b96d3e59-cc50-4e35-b201-204e8aaef494,Demis Hassabis,individual,safety,commercial,blog,2018-02-22,0,421,4,0.5,0.0,0.0,0.0,0.0,0.5,health_biotech
846db489-1670-48a4-adc0-1bf8fe47ce44,Demis Hassabis,individual,safety,commercial,blog,2026-03-26,1,942,24,0.041666666666666664,0.0,0.5416666666666666,0.041666666666666664,0.0,0.4583333333333333,other_progress
812fbbc8-e186-48b8-8742-b6884caa8ada,Demis Hassabis,individual,safety,policy,regulatory_doc,unknown,0,146,5,0.4,0.2,0.0,0.0,0.0,0.4,scientific
ebae0df8-816d-4b55-88e9-765721e43fa8,Demis Hassabis,individual,safety,commercial,blog,2023-12-08,1,945,19,0.3684210526315789,0.0,0.0,0.0,0.0,0.631578947368421,scientific
519e7bd2-1c21-4376-88ee-9eecc84c5bea,Demis Hassabis,individual,safety,commercial,blog,2021-10-04,0,1062,11,0.7272727272727273,0.0,0.0,0.0,0.0,0.2727272727272727,health_biotech
580e38c1-b086-424d-9eb7-83abfca17c86,Demis Hassabis,individual,safety,commercial,blog,2019-12-05,0,922,17,0.4117647058823529,0.0,0.0,0.0,0.0,0.5882352941176471,scientific
63ec6cd5-3dcd-4e0b-85e9-0443f5dc6a15,Demis Hassabis,individual,safety,public,research_paper,unknown,0,234,3,0.0,0.0,0.0,0.0,0.0,1.0,
cb63d63e-b106-4285-b581-a47a9b2db5a7,Demis Hassabis,individual,safety,public,research_paper,unknown,0,664,12,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334,scientific
b4f0f204-e910-496c-b731-bb3889be89a5,Demis Hassabis,individual,safety,commercial,blog,2019-05-30,0,1937,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,scientific
b8e33c61-feff-40ea-910a-978ab7b10242,Demis Hassabis,individual,safety,commercial,blog,2019-10-03,0,1848,4,0.25,0.0,0.5,0.0,0.0,0.25,scientific
ce73c459-793e-4554-badd-d19efa72cbc2,Demis Hassabis,individual,safety,commercial,blog,2024-07-31,1,1178,14,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.7857142857142857,scientific
4a42b1a2-0015-4a34-9a38-cffa2ff993e6,Demis Hassabis,individual,safety,public,research_paper,unknown,0,203,2,0.0,0.0,0.0,0.0,0.0,1.0,
f787bfb8-93c4-41c4-8912-09783fa0a3b0,Demis Hassabis,individual,safety,commercial,blog,unknown,0,380,2,0.0,0.0,0.0,0.0,0.0,1.0,
d58c6093-7985-4396-81ff-a4208e0a34e4,Demis Hassabis,individual,safety,commercial,blog,2019-09-18,0,477,7,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,health_biotech
34138275-6319-40b7-8022-064badf81423,Demis Hassabis,individual,safety,policy,testimony,2023-10-24,1,1780,32,0.1875,0.0,0.03125,0.40625,0.03125,0.375,other_progress
af19d3f2-eab4-4da0-8afc-b1399aef1657,Sam Altman,individual,capability,commercial,blog,2015-06-29,0,527,0,,,,,,,
5c5008ba-9325-4559-baba-25b2e26513b9,Sam Altman,individual,capability,commercial,blog,2014-07-28,0,598,0,,,,,,,
c02a5600-8389-4e75-8b11-779e05498fd1,Sam Altman,individual,capability,commercial,blog,2014-07-14,0,410,1,0.0,0.0,0.0,0.0,0.0,1.0,
c125c77f-6040-4944-9599-3a30e277e80e,Sam Altman,individual,capability,commercial,blog,2015-02-20,0,881,0,,,,,,,
d95550ec-0417-44a5-ad3e-df4f4134dc83,Sam Altman,individual,capability,commercial,blog,2017-03-07,0,484,1,0.0,0.0,0.0,0.0,0.0,1.0,
3fb282c5-5ce7-4565-ad9d-b7ed2a84accd,Sam Altman,individual,capability,commercial,blog,2025-09-09,1,309,4,0.25,0.0,0.0,0.0,0.0,0.75,scientific
714116ef-123a-4b67-9bbe-d52175fb63d3,Sam Altman,individual,capability,commercial,blog,2013-07-01,0,111,0,,,,,,,
cc9a44ad-0452-44fb-8227-670dc21e0ab9,Sam Altman,individual,capability,commercial,blog,2014-08-07,0,420,0,,,,,,,
cc946c99-8bff-4707-b335-fcaec83cae4f,Sam Altman,individual,capability,commercial,blog,2017-03-14,0,538,0,,,,,,,
34ef18ac-6ae4-4534-b49a-c4fe7cdcfb19,Sam Altman,individual,capability,commercial,blog,2014-03-21,0,876,0,,,,,,,
4fe01b95-dc96-402b-ac3b-c2d8fb77dfc1,Sam Altman,individual,capability,commercial,blog,2018-04-10,0,2170,0,,,,,,,
6bc14a16-7a6a-4ae7-8aa7-a2fb827ab777,Sam Altman,individual,capability,commercial,blog,2014-07-29,0,319,0,,,,,,,
3128d06c-a4bb-4178-88ed-5038a23eba8a,Sam Altman,individual,capability,commercial,blog,2016-08-23,0,281,1,0.0,0.0,0.0,0.0,0.0,1.0,
4b284e31-5a99-4e2a-87c0-40dc48625da0,Sam Altman,individual,capability,commercial,blog,2013-09-23,0,2738,0,,,,,,,
e0db5957-42b0-4da3-b5e0-0ce80920f38c,Sam Altman,individual,capability,commercial,blog,2018-05-10,0,421,1,0.0,0.0,0.0,0.0,0.0,1.0,
ec1be5c6-e63c-40cf-a8a0-b92f7445dc43,Sam Altman,individual,capability,commercial,blog,2016-04-13,0,583,1,0.0,0.0,0.0,0.0,0.0,1.0,
55ab7421-922a-4d6c-aaf1-e5dfe436911f,Sam Altman,individual,capability,commercial,blog,2013-06-05,0,422,0,,,,,,,
6208f9db-d6d0-4b68-8562-6f3c5ab2bc8d,Sam Altman,individual,capability,commercial,blog,2014-01-28,0,1400,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,productivity
0faee5f2-ce8b-4b28-9def-3e6dd5f61991,Sam Altman,individual,capability,commercial,blog,2016-01-15,0,299,0,,,,,,,
e2c535f9-d90b-4870-a1c0-9efefec557f7,Sam Altman,individual,capability,commercial,blog,2023-12-21,1,313,0,,,,,,,
eed2628c-7976-44db-8653-488360e4785a,Sam Altman,individual,capability,commercial,blog,2016-03-11,0,345,2,0.5,0.0,0.0,0.0,0.0,0.5,other_progress
5f2bc1e0-bb9f-4ad7-920d-8aac6fa7f190,Sam Altman,individual,capability,commercial,blog,2018-06-25,0,213,4,0.5,0.0,0.0,0.0,0.25,0.25,scientific
e14b9659-3290-4b03-a0ee-2e97142bb4fa,Sam Altman,individual,capability,commercial,blog,2014-04-30,0,515,0,,,,,,,
699511a3-1d02-44c9-9029-909d98387253,Sam Altman,individual,capability,commercial,blog,2017-01-13,0,2140,0,,,,,,,
4d34de11-ebdb-426b-99fc-4fa2654abe11,Sam Altman,individual,capability,commercial,blog,2015-09-28,0,729,0,,,,,,,
a4a75d22-a93c-4add-ac25-b209f395999e,Sam Altman,individual,capability,commercial,blog,2015-03-02,0,1330,2,0.0,0.0,0.5,0.0,0.0,0.5,
